model,fs_method,k,accuracy,fmeasure,precision,recall,roc
knn,chi,36,0.6445993031358885,0.6444437518742681,0.6523323869725578,0.6445993031358885,0.6784018098606198
rf,chi,36,0.697560975609756,0.6905379834853447,0.7273546119112833,0.697560975609756,0.7853042438111087
dt,chi,36,0.6445993031358885,0.6343798364615154,0.6584926495174075,0.6445993031358885,0.6431298106927397
lr,rfc,36,0.673170731707317,0.6674383786377437,0.6912062822435284,0.673170731707317,0.7494612024131474
nb,rfc,36,0.5954703832752613,0.5874735228558604,0.6154702295346436,0.5954703832752613,0.7297139588100687
knn,rfc,36,0.5761904761904761,0.5750107278821632,0.5808135324292752,0.5761904761904761,0.6272898897441231
rf,rfc,36,0.7070847851335655,0.7013137853960236,0.7293101504459265,0.7070847851335655,0.7966049511129603
dt,rfc,36,0.6502903600464576,0.6461586099363632,0.6648446683921165,0.6502903600464576,0.6489317661743291
lr,ulap,36,0.6111498257839721,0.6059177616542729,0.6160723493759164,0.6111498257839721,0.6969606823382566
nb,ulap,36,0.5808362369337979,0.5751780009609245,0.5928592640100606,0.5808362369337979,0.6525743707093822
knn,ulap,36,0.5135888501742161,0.5137836553690212,0.5154972189210223,0.5135888501742161,0.5559626586228417
rf,ulap,36,0.6929152148664344,0.6860791778545606,0.7107964345936664,0.6929152148664344,0.7472373621801539
dt,ulap,36,0.5729384436701509,0.5685096756762558,0.5803974224204611,0.5729384436701509,0.577186394840857
lr,uilap,36,0.6111498257839721,0.6059177616542729,0.6160723493759164,0.6111498257839721,0.6969606823382566
nb,uilap,36,0.5808362369337979,0.5751780009609245,0.5928592640100606,0.5808362369337979,0.6525743707093822
knn,uilap,36,0.5135888501742161,0.5137836553690212,0.5154972189210223,0.5135888501742161,0.5559626586228417
rf,uilap,36,0.6740998838559815,0.6665226926599587,0.7007610258559758,0.6740998838559815,0.7078697732473477
dt,uilap,36,0.6113821138211383,0.6084083901260859,0.6182764652516072,0.6113821138211383,0.6125691699604743
lr,ucos,36,0.6494773519163763,0.6434689702288312,0.6623767440027603,0.6494773519163763,0.7229092989390472
nb,ucos,36,0.6189314750290361,0.616213998244628,0.6333519889495319,0.6189314750290361,0.6867932182234241
knn,ucos,36,0.5229965156794425,0.5212995232370102,0.5251150888887117,0.5229965156794425,0.5569809652589972
rf,ucos,36,0.6980255516840883,0.6930038638490141,0.7163052249724723,0.6980255516840883,0.761661119201165
dt,ucos,36,0.6308943089430895,0.6239003824510014,0.6517501994496674,0.6308943089430895,0.6297097982109423
lr,upcorr,36,0.6148664343786294,0.6116230800174877,0.6337177453434153,0.6148664343786294,0.6867464114832535
nb,upcorr,36,0.6139372822299651,0.5822343305583974,0.6481286351833403,0.6139372822299651,0.6737861452049094
knn,upcorr,36,0.518931475029036,0.5133761855609287,0.5182936586807376,0.518931475029036,0.5414998959850218
rf,upcorr,36,0.6530778164924507,0.6498880797879134,0.6630374393900424,0.6530778164924507,0.7235105055127938
dt,upcorr,36,0.5673635307781649,0.5620782081204906,0.582520783695435,0.5673635307781649,0.571851466611192
lr,ufrufs,36,0.6493612078977933,0.6430444787129994,0.6610829737047876,0.6493612078977933,0.7145402537965467
nb,ufrufs,36,0.600116144018583,0.5898384393598628,0.6350841579170707,0.600116144018583,0.7131838984813814
knn,ufrufs,36,0.562020905923345,0.5586281089826184,0.5646034543557861,0.562020905923345,0.5700494071146245
rf,ufrufs,36,0.6931475029036005,0.686982835624331,0.7097615098645242,0.6931475029036005,0.7459148117328894
dt,ufrufs,36,0.5828106852497096,0.5724946276377878,0.5998380332952143,0.5828106852497096,0.5807863532348658
lr,corr,37,0.6586527293844366,0.6566748936950206,0.6718063284100382,0.6586527293844366,0.7603380486790098
nb,corr,37,0.643205574912892,0.6312100016992412,0.6584107759521154,0.643205574912892,0.7537934262533804
